entity_id,designacao,siglas,sioe_code,nif,categoria_id,ministerio,tutela,website,morada,distrito,estado,criado_em,alterado_em,notas
camara-municipal-de-miranda-do-douro,Câmara Municipal de Miranda do Douro,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mirandela,Câmara Municipal de Mirandela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mogadouro,Câmara Municipal de Mogadouro,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-moimenta-da-beira,Câmara Municipal de Moimenta da Beira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-monchique,Câmara Municipal de Monchique,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mondim-de-basto,Câmara Municipal de Mondim de Basto,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-monforte,Câmara Municipal de Monforte,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-montalegre,Câmara Municipal de Montalegre,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-montemor-o-novo,Câmara Municipal de Montemor-o-Novo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-montemor-o-velho,Câmara Municipal de Montemor-o-Velho,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-moncao,Câmara Municipal de Monção,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mora,Câmara Municipal de Mora,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mortagua,Câmara Municipal de Mortágua,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-moura,Câmara Municipal de Moura,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mourao,Câmara Municipal de Mourão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-murca,Câmara Municipal de Murça,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-mertola,Câmara Municipal de Mértola,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-meda,Câmara Municipal de Mêda,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-nelas,Câmara Municipal de Nelas,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-nisa,Câmara Municipal de Nisa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-odemira,Câmara Municipal de Odemira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-odivelas,Câmara Municipal de Odivelas,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oeiras,Câmara Municipal de Oeiras,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oleiros,Câmara Municipal de Oleiros,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-olhao,Câmara Municipal de Olhão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oliveira-de-azemeis,Câmara Municipal de Oliveira de Azeméis,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oliveira-de-frades,Câmara Municipal de Oliveira de Frades,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oliveira-do-bairro,Câmara Municipal de Oliveira do Bairro,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-oliveira-do-hospital,Câmara Municipal de Oliveira do Hospital,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ourique,Câmara Municipal de Ourique,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ourem,Câmara Municipal de Ourém,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ovar,Câmara Municipal de Ovar,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-palmela,Câmara Municipal de Palmela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-paredes,Câmara Municipal de Paredes,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-paredes-de-coura,Câmara Municipal de Paredes de Coura,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-pacos-de-ferreira,Câmara Municipal de Paços de Ferreira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-pedrogao-grande,Câmara Municipal de Pedrógão Grande,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penacova,Câmara Municipal de Penacova,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penafiel,Câmara Municipal de Penafiel,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penalva-do-castelo,Câmara Municipal de Penalva do Castelo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penamacor,Câmara Municipal de Penamacor,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penedono,Câmara Municipal de Penedono,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-penela,Câmara Municipal de Penela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-peniche,Câmara Municipal de Peniche,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-peso-da-regua,Câmara Municipal de Peso da Régua,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-pinhel,Câmara Municipal de Pinhel,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-pombal,Câmara Municipal de Pombal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ponta-delgada,Câmara Municipal de Ponta Delgada,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ponta-do-sol,Câmara Municipal de Ponta do Sol,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ponte-da-barca,Câmara Municipal de Ponte da Barca,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ponte-de-lima,Câmara Municipal de Ponte de Lima,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ponte-de-sor,Câmara Municipal de Ponte de Sôr,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-portalegre,Câmara Municipal de Portalegre,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-portel,Câmara Municipal de Portel,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-portimao,Câmara Municipal de Portimão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-porto-moniz,Câmara Municipal de Porto Moniz,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-porto-santo,Câmara Municipal de Porto Santo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-porto-de-mos,Câmara Municipal de Porto de Mós,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-povoacao,Câmara Municipal de Povoação,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-proenca-a-nova,Câmara Municipal de Proença-a-Nova,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-povoa-de-lanhoso,Câmara Municipal de Póvoa de Lanhoso,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-povoa-de-varzim,Câmara Municipal de Póvoa de Varzim,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-reguengos-de-monsaraz,Câmara Municipal de Reguengos de Monsaraz,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-resende,Câmara Municipal de Resende,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ribeira-grande,Câmara Municipal de Ribeira Grande,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ribeira-de-pena,Câmara Municipal de Ribeira de Pena,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-rio-maior,Câmara Municipal de Rio Maior,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sabrosa,Câmara Municipal de Sabrosa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-salvaterra-de-magos,Câmara Municipal de Salvaterra de Magos,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-comba-dao,Câmara Municipal de Santa Comba Dão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-cruz,Câmara Municipal de Santa Cruz,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-cruz-da-graciosa,Câmara Municipal de Santa Cruz da Graciosa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-cruz-das-flores,Câmara Municipal de Santa Cruz das Flores,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-maria-da-feira,Câmara Municipal de Santa Maria da Feira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santa-marta-de-penaguiao,Câmara Municipal de Santa Marta de Penaguião,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santana,Câmara Municipal de Santana,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santarem,Câmara Municipal de Santarém,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santiago-do-cacem,Câmara Municipal de Santiago do Cacém,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-santo-tirso,Câmara Municipal de Santo Tirso,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sardoal,Câmara Municipal de Sardoal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-seia,Câmara Municipal de Seia,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sernancelhe,Câmara Municipal de Sernancelhe,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-serpa,Câmara Municipal de Serpa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sesimbra,Câmara Municipal de Sesimbra,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-setubal,Câmara Municipal de Setúbal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sever-do-vouga,Câmara Municipal de Sever do Vouga,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-silves,Câmara Municipal de Silves,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sines,Câmara Municipal de Sines,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sintra,Câmara Municipal de Sintra,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sobral-de-monte-agraco,Câmara Municipal de Sobral de Monte Agraço,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-soure,Câmara Municipal de Soure,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sousel,Câmara Municipal de Sousel,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-satao,Câmara Municipal de Sátão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-bras-de-alportel,Câmara Municipal de São Brás de Alportel,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-joao-da-madeira,Câmara Municipal de São João da Madeira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-joao-da-pesqueira,Câmara Municipal de São João da Pesqueira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-pedro-do-sul,Câmara Municipal de São Pedro do Sul,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-roque-do-pico,Câmara Municipal de São Roque do Pico,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-sao-vicente,Câmara Municipal de São Vicente,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tabuaco,Câmara Municipal de Tabuaço,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tarouca,Câmara Municipal de Tarouca,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tavira,Câmara Municipal de Tavira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-terras-de-bouro,Câmara Municipal de Terras de Bouro,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tomar,Câmara Municipal de Tomar,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tondela,Câmara Municipal de Tondela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-torre-de-moncorvo,Câmara Municipal de Torre de Moncorvo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-torres-novas,Câmara Municipal de Torres Novas,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-torres-vedras,Câmara Municipal de Torres Vedras,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-trancoso,Câmara Municipal de Trancoso,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-trofa,Câmara Municipal de Trofa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-tabua,Câmara Municipal de Tábua,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vagos,Câmara Municipal de Vagos,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vale-de-cambra,Câmara Municipal de Vale de Cambra,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-valenca,Câmara Municipal de Valença,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-valongo,Câmara Municipal de Valongo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-valpacos,Câmara Municipal de Valpaços,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-velas,Câmara Municipal de Velas,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vendas-novas,Câmara Municipal de Vendas Novas,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-viana-do-alentejo,Câmara Municipal de Viana do Alentejo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-viana-do-castelo,Câmara Municipal de Viana do Castelo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vidigueira,Câmara Municipal de Vidigueira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vieira-do-minho,Câmara Municipal de Vieira do Minho,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-flor,Câmara Municipal de Vila Flor,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-franca-de-xira,Câmara Municipal de Vila Franca de Xira,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-franca-do-campo,Câmara Municipal de Vila Franca do Campo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-da-barquinha,Câmara Municipal de Vila Nova da Barquinha,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-de-famalicao,Câmara Municipal de Vila Nova de Famalicão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-de-foz-coa,Câmara Municipal de Vila Nova de Foz Côa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-de-gaia,Câmara Municipal de Vila Nova de Gaia,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-de-paiva,Câmara Municipal de Vila Nova de Paiva,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-nova-de-poiares,Câmara Municipal de Vila Nova de Poiares,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-pouca-de-aguiar,Câmara Municipal de Vila Pouca de Aguiar,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-praia-da-vitoria,Câmara Municipal de Vila Praia da Vitória,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-real,Câmara Municipal de Vila Real,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-real-de-sto-antonio,Câmara Municipal de Vila Real de Stº António,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-velha-de-rodao,Câmara Municipal de Vila Velha de Ródão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-verde,Câmara Municipal de Vila Verde,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-vicosa,Câmara Municipal de Vila Viçosa,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-de-rei,Câmara Municipal de Vila de Rei,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-do-bispo,Câmara Municipal de Vila do Bispo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-do-conde,Câmara Municipal de Vila do Conde,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vila-do-porto,Câmara Municipal de Vila do Porto,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vimioso,Câmara Municipal de Vimioso,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vinhais,Câmara Municipal de Vinhais,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-viseu,Câmara Municipal de Viseu,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vizela,Câmara Municipal de Vizela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-vouzela,Câmara Municipal de Vouzela,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-agueda,Câmara Municipal de Águeda,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-evora,Câmara Municipal de Évora,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-ilhavo,Câmara Municipal de Ílhavo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-de-obidos,Câmara Municipal de Óbidos,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-barreiro,Câmara Municipal do Barreiro,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-bombarral,Câmara Municipal do Bombarral,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-cartaxo,Câmara Municipal do Cartaxo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-corvo,Câmara Municipal do Corvo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-crato,Câmara Municipal do Crato,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-entroncamento,Câmara Municipal do Entroncamento,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-funchal,Câmara Municipal do Funchal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-fundao,Câmara Municipal do Fundão,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-montijo,Câmara Municipal do Montijo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-nordeste,Câmara Municipal do Nordeste,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-porto,Câmara Municipal do Porto,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-redondo,Câmara Municipal do Redondo,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-sabugal,Câmara Municipal do Sabugal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
camara-municipal-do-seixal,Câmara Municipal do Seixal,,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
servicos-municipalizados-de-eletricidade-aguas-e-saneamento-,"Serviços Municipalizados de Eletricidade, Águas e Saneamento da Câmara Municipal da Maia",,,,camaras_municipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
associacao-de-municipios-da-serra-de-sao-mamede,Associação de Municípios da Serra de São Mamede,,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
cim-viseu-dl-comunidade-intermunicipal-viseu-dao-lafoes,Comunidade Intermunicipal Viseu Dão Lafões,CIM Viseu DL,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
cimvdl-comunidade-intermunicipal-viseu-dao-lafoes,Comunidade Intermunicipal Viseu Dão Lafões,CIMVDL,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
cimbb-comunidade-intermunicipal-da-beira-baixa,Comunidade Intermunicipal da Beira Baixa,CIMBB,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
cimlt-comunidade-intermunicipal-da-leziria-do-tejo,Comunidade Intermunicipal da Lezíria do Tejo,CIMLT,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
cira-comunidade-intermunicipal-da-regiao-de-aveiro,Comunidade Intermunicipal da Região de Aveiro,CIRA,,,comunidades_intermunicipais,,,,,,ativa,2026-04-22 00:34:42,2026-04-22 00:34:42,
